""	"SHS-1-1-HS0hr"	"SHS-1-2-HS48hr"	"SHS-1-3-HS72hr"	"SHS-1-8-Sa"	"SHS-1-9-Aly"	"SHS-2-1-HS0hr"	"SHS-2-2-HS48hr"	"SHS-2-3-HS72hr"	"SHS-2-8-Sa"	"SHS-2-9-Aly"
"FBgn0035205"	12.6525422231359	12.3293995994196	11.7189486634175	12.4331681849553	12.1847354131106	12.6678582073735	12.3658420585102	11.7181624482948	12.4639677705789	12.1950655697031
"FBgn0035206"	10.854161121928	10.3183162199896	10.2671382607298	9.52717991361327	9.93016472222559	10.8588619549432	10.3118438454169	10.2884131362424	9.41939725830596	9.85143383445564
"FBgn0035207"	11.9809679310795	12.1029663010895	12.0896177133773	11.3601556229429	11.7036196429571	11.9483462682036	12.1537576449253	12.0362175581572	11.3857029859784	11.6964178555431
"FBgn0035208"	0.961241637048897	1.51938552986292	3.73934118375028	0.902519100610687	2.12464349148885	0.873136134208435	1.68444663680908	4.6204833816753	1.57438944274965	2.01437790332717
"FBgn0035209"	9.65207078953535	10.4832177350585	10.81187682195	11.1389687319065	10.936713149809	9.72467075826456	10.5155974236112	10.8345669141511	11.1302946798591	10.9199392936016
"FBgn0035210"	8.12820628773726	8.21701518861359	9.23510227265643	9.46692697487921	8.97658846430214	8.18125126043497	8.39859664515589	9.31046678556555	9.43724416274645	9.00457394466765
"FBgn0035211"	7.49216596508879	9.78708369312756	9.6885260817491	8.68400581455269	9.41473037161367	7.62013081860413	9.69924526738058	9.6332780761711	8.59962891900524	9.31293301893903
"FBgn0035213"	11.8102850370041	9.99734446861727	9.58463421172552	8.95060212352515	10.4487049105314	11.7719098760434	10.0026620675561	9.46730859148616	8.87923536409608	10.4252074913984
"FBgn0035216"	2.48917084002508	3.99328432717138	6.98116496773641	5.24009646862298	3.46064318595278	1.47286698749785	4.50870242335848	6.95454349557083	5.27470770110816	3.67848521066365
"FBgn0035217"	2.86779977303181	7.77470775427354	10.6461861785992	7.51272360092677	1.61639853974362	2.7326456379607	7.84017143102799	10.7047209017203	7.57769990280555	1.50022067808747
"FBgn0035218"	6.68289532494451	9.50870852510954	12.9060210592086	10.2597223861473	4.31848820667643	6.92435023724703	9.64525355091741	12.916612401885	10.2975451596963	3.72523033592072
"FBgn0035227"	9.89839713433737	9.94186492825134	8.7295371032486	8.59445214232114	10.4815222630588	9.89578354785106	9.95830467404317	8.70003411268448	8.53216241433302	10.4726841911454
"FBgn0035228"	10.1930735121727	10.4747396118209	10.3128608172618	11.164615306816	10.0504127135904	10.3236671536902	10.5799842195347	10.2889897549072	11.2249096005199	10.0795074976601
"FBgn0035229"	10.8658376847415	11.9068246264308	11.7208829107304	11.9025062032771	12.3332226558419	10.8357452289565	11.9000121851007	11.6724402019969	11.8568227029176	12.3234541166419
"FBgn0035231"	7.19977793571585	10.9590404370806	13.0790702237754	10.8506987997021	6.92587789298358	7.26558925386427	10.9082159687812	13.1037144708065	10.8854952672636	6.49673747673337
"FBgn0035232"	12.423156468539	12.2740271020517	12.3573595497231	11.5506521719555	11.9104745282429	12.427373610896	12.3221886380573	12.3068270387912	11.4964066037161	11.8849504951007
"FBgn0035233"	8.76815966089644	10.0373421374572	10.074731024255	11.3925322458256	10.6948872227555	8.75424423462618	10.0017241106688	10.0086263702679	11.4500099292814	10.7337526880276
"FBgn0035234"	2.1577002955026	1.6462164830212	1.34877914901917	3.21060765682648	3.76397542149833	2.93118732912482	1.22876504823879	1.70252735643424	2.38219560771202	3.55246935810768
"FBgn0035235"	9.67759445946332	9.6355829198822	9.21528503062537	8.969109649683	10.1770575148904	9.61969238347569	9.58415275789549	9.16122850418277	9.06209571119005	10.1676209356601
"FBgn0035236"	10.0352886649357	11.5424156988253	11.8929736162947	11.4707585170699	11.7925131864952	10.1060038825846	11.5579257122164	11.8546886777807	11.5169533061566	11.8017109710329
"FBgn0035237"	12.6309584865084	11.5067566399056	10.8418631849605	10.8757393257468	11.2339803709438	12.6836219439806	11.5244532158829	10.8051971257958	10.8956457529847	11.2568304427391
"FBgn0035238"	10.43172477601	11.4051796564087	11.9030415865178	11.3976075236178	11.0180363650879	10.3213755516683	11.38775160821	11.9358035909189	11.4056356565343	11.0427202677055
