""	"B1"	"B2"	"H1"	"H2"
"cluster5863"	6.04359941301018	6.22257984802184	7.59694203717015	7.37742209348035
"cluster5864"	12.26376301168	12.2787061067487	13.67206113937	13.8364168162937
"cluster4070"	8.8758340541577	8.67263474336152	8.41396243259932	8.56929500732667
"cluster5865"	10.7908885695579	10.7267397571868	13.0216742426072	13.0787454799271
"cluster4071"	6.05058799916208	5.77705002451831	5.672509220849	6.01710353199166
"cluster5866"	11.0257297448403	10.9141492926274	12.0861566268705	12.5249041057598
"cluster4072"	8.88694514092199	8.86103457193545	8.6373082600952	9.01461806283178
"cluster5869"	8.97622136612733	9.01880463769368	8.38141898933111	8.54947492614664
"cluster4074"	9.12254074562562	9.35550507662216	10.1726127230116	10.0683620519014
"cluster4075"	-0.307758947285874	-2.15803756376717	7.36063024538856	7.94555035977406
"cluster5870"	9.10104854487098	9.07312102712807	8.75534077907488	8.9433921997802
"cluster4076"	12.5913644565615	12.6556602313841	12.245340554478	12.1207568842649
"cluster4077"	10.3468650438138	10.3286862092498	9.7108324735737	9.60247401564178
"cluster4078"	8.01105694273244	7.84016646248826	6.73695105584123	6.36404680769752
"cluster4079"	8.71300419399271	8.67189107229913	8.24804931525088	8.12651481992401
"cluster5871"	7.97479295733962	7.98379893534868	8.56698522668982	8.99792820382769
"cluster4080"	7.92894165012781	8.04392062478068	9.53002076856997	10.0514855923453
"cluster4081"	10.3994394972191	10.3548595249068	9.41450892378261	9.41674672781416
"cluster4083"	-2.06795771429408	-2.02207219030408	10.5771801575328	11.3883032167266
"cluster4084"	10.959617686158	10.9272107593422	11.6764670372464	12.0732310925384
"cluster4085"	8.36113752546231	8.29260081388258	11.494240567663	11.9658807800472
"cluster4086"	10.7121062573088	10.7105507395201	10.9791687099658	11.0303685412619
"cluster5872"	7.51994903020863	7.80163317609175	7.28467084619276	7.38208424448659
"cluster5873"	8.5738019456867	8.56856960242812	11.5188229011698	11.8355643026663
"cluster4087"	8.84710045187564	8.89938397614212	8.60890699554239	8.78784488210091
"cluster5874"	-2.31866294079597	-2.27316211003696	6.24249096734428	7.01452053623701
"cluster5875"	-2.31403433866392	-2.26846324414447	6.10271493014908	7.49685561717395
"cluster5876"	1.16120840791746	-1.73758257895599	13.5070190996869	14.1269526466016
"cluster5877"	8.43329331291644	8.45422330320609	8.92822696302664	9.05398448195982
"cluster5878"	5.86512013280533	5.96586043522317	6.14630065844263	5.79833508186912
"cluster4089"	10.0967793651585	10.1825501472196	9.94955541658807	9.7928557272335
"cluster5879"	9.29950299075143	9.01530325984624	9.78411425943264	9.75640920216427
"cluster4090"	10.6018441442649	10.5939099681185	11.5843872215556	12.1734040571162
"cluster5881"	8.48378249189419	8.42599481850741	7.83620649067038	7.96731528001071
"cluster4091"	12.5768357645468	12.5799496970166	13.8215358780641	13.5874080910418
"cluster4092"	1.8296283311702	1.88122794455717	9.60758990481408	10.4665142519675
"cluster4093"	11.4065786179077	11.3659099541368	10.7040083855232	10.3656556535955
"cluster4094"	7.26201595755932	7.11826389236453	6.94683136053593	6.29158258565529
"cluster4095"	7.60897695402018	7.72458231293128	7.90107038469495	8.15086939663394
"cluster5882"	7.0223529519551	7.05945381689416	6.83550560004191	6.86418074083207
"cluster5883"	-0.210920157805273	-1.93200910687213	11.0090107193866	11.9125980800502
"cluster5884"	7.7049362496987	7.44176675423081	6.58243005020613	6.26759471280796
"cluster5885"	9.86057512196288	9.73816770514099	9.58552876845619	9.56690696479005
"cluster4096"	6.78120970761479	6.53168789065645	5.53988704220766	5.991436048958
"cluster5886"	7.04348170577876	7.24207344446468	6.46086598230972	6.45132019366715
"cluster4097"	1.84350108799738	-0.0627968493693931	13.0604491809982	13.4391654731087
"cluster5887"	-0.259616038767432	1.8606315741143	5.87467245700448	6.84834794597515
"cluster5888"	9.19108614162273	9.3275441391044	9.0051946007522	9.17233783603386
"cluster5889"	1.83377382552502	-1.77879241668713	12.6851821036789	12.9819082733469
"cluster5890"	7.86065986676014	7.60075671900733	8.17903823176263	8.40799098233292
"cluster4098"	8.51741090777917	8.6869951011813	8.41354091451776	8.45424725007603
"cluster5891"	10.4669030924207	10.5452032259154	10.1917180280435	10.1843373425997
"cluster4099"	-2.20478090092584	-2.16026439213537	8.23835097171012	9.3251720369478
"cluster4100"	-1.95221133454499	-0.150242220643642	11.7168054032987	12.0002909322186
"cluster5892"	-2.07146797343341	-0.201774417588157	9.6791580255783	10.260011991364
"cluster5893"	1.14813247598686	-1.80955778666025	12.4685174585459	12.9280909148735
"cluster5894"	-2.03111195656271	-1.98522034768362	11.5283379730822	11.5680082580213
"cluster4101"	5.72855882700851	6.25844762509294	6.52918186071728	6.467970542446
"cluster4102"	10.8847954645386	10.8106454389751	10.5096163377784	10.186576172193
"cluster5895"	7.84348756740695	7.8743670976688	8.1242050679041	7.89618443700352
"cluster4103"	7.63650001591669	7.90987895470481	7.10294985581264	7.09267273550166
"cluster5896"	6.67802953723619	6.35241810070858	7.0996912980469	7.56962064545395
"cluster5897"	7.46531135512152	7.62849714468333	7.36672847668709	7.03557767513789
"cluster4104"	8.30424116278081	8.26438065674493	8.01782243395239	7.73664541905366
"cluster5898"	11.2546924019022	11.0129444541209	10.7538354041675	10.993823883741
"cluster4106"	8.77322456936291	8.90557146365871	8.40130219094554	8.91135186903328
"cluster4107"	5.57815563440189	5.10449285091249	4.87738020393212	4.73337010542665
"cluster5899"	8.61475625287621	8.40111538179931	7.52190043764694	7.09465473668003
"cluster4108"	-0.248830493637707	-2.0200339899945	9.77533320467315	10.3481922027528
"cluster4109"	10.3182637844172	10.2594775702782	10.8760321373588	11.0086247812679
"cluster5900"	9.22993096386147	9.24776611794549	8.76555655116483	8.72699004084424
"cluster5901"	-2.12164606733376	-0.223377583157308	8.88520662761474	9.39015450572075
"cluster4111"	-2.0202043281162	-0.179661498530892	10.2156437467328	11.3742030575624
"cluster4112"	-0.170406127683443	0.677785747868962	11.2173710207375	12.0524240698181
"cluster5902"	-2.05327520819836	-2.00738720339203	10.9821906548141	11.4339171407895
"cluster5904"	-2.03669712167483	-1.99080584816813	11.0775012435992	11.8500442137394
"cluster5905"	-2.18576481560042	-2.13993162245307	8.62027954857419	9.61519351243336
"cluster4113"	9.71409987446019	9.70468024086875	11.667816577926	11.5755777887292
"cluster5906"	-0.207972597575861	-1.92522214250002	11.3197023924732	11.8117153748258
"cluster4114"	-2.20062383583899	-2.15480843912346	8.61741916493307	9.10919718983902
"cluster4116"	1.85582910914018	1.61082360172853	13.4034948493942	14.695188680682
"cluster4117"	-2.20504671286396	-2.15922075333389	7.95276738278365	9.68323014861607
"cluster5907"	-0.155143184954444	0.686885964119227	11.6688298946597	12.7739364946829
"cluster4118"	9.72913529861126	9.734810080202	8.88882967092988	9.09498401459814
"cluster4119"	2.8162307168906	3.12222484840604	14.4480753963916	15.5269531568348
"cluster4120"	-2.26587082474672	-2.22014439389488	7.1009655868559	8.38793383808242
"cluster4121"	-2.27528324702779	-2.22958819371858	7.03235819739757	8.07673523035293
"cluster4122"	-2.3558770487774	-2.31055039009166	4.9543037552877	6.77785816212794
"cluster4123"	-2.19509880141686	-2.14926997539994	8.31095491721881	9.63080789228799
"cluster4124"	6.85014522376103	6.80706396895386	5.67580679116109	5.62028626229326
"cluster5909"	6.79482137375831	6.82045034258678	6.75413581881765	6.47239313823652
"cluster5910"	5.58899886494705	5.97834175065631	5.38470121375589	5.79492199744275
"cluster5911"	15.7478206951487	15.7599213168224	15.8346736352309	15.4430195157647
"cluster5912"	6.11812449250153	5.67976769948167	5.625543893432	5.16643164768645
"cluster4125"	7.19541141079607	7.07219870032123	6.45978253263431	5.90277913820514
"cluster4126"	16.2595944507079	16.2095561171931	16.3503925517376	15.9375695108023
"cluster5913"	7.56619207892524	7.55550998787085	7.15034612814447	7.25044072524445
"cluster5914"	3.46261161011356	3.42305596087571	6.5883302842741	7.48006803563839
"cluster5915"	9.62155796647562	9.51461448765847	9.03098320872674	8.72320088629318
"cluster4127"	1.86071002116522	1.61666612002397	14.3270789187606	15.0685636211713
"cluster4128"	-2.09131491212796	-0.210385575004985	9.33132005024377	9.95943952033413
"cluster4129"	-2.27974293969906	-2.23404543265653	6.78061765350622	8.20724225298013
"cluster4130"	-2.28420396714438	-2.23853909790885	6.90798731095403	7.84308030094234
"cluster4131"	-2.29080318133379	-2.24516542567628	6.83092977980898	7.64202456589834
"cluster5916"	5.61959288832756	5.54951861181681	4.95129191943986	4.5052993217233
"cluster4132"	1.83949492031178	1.89113237202586	11.3355055888568	11.8900199572889
"cluster4133"	-0.157959017034947	1.19990765619107	11.5616952271301	12.1208261893946
"cluster4134"	4.10095713886537	4.41149718134966	6.54331081850714	6.87987615260686
"cluster5917"	5.63889315389821	5.52820493242676	4.80249251280922	4.66224822859091
"cluster5918"	6.20413703971796	6.25607851125739	5.83706368273863	5.79934726045998
"cluster5919"	9.10236002760924	9.01919923934693	8.82494153516799	8.41132075405611
"cluster5920"	5.20179979905971	5.08565103915391	7.13940781943294	7.05383645947893
"cluster5921"	7.9367521927557	7.54654071079412	7.73363102641327	7.63338265162017
"cluster4135"	-0.180613796512394	-0.130989131572512	11.3331082347071	11.9977167356536
"cluster5922"	-2.30996250747959	-2.2644128366576	6.45700415573388	7.19286385227328
"cluster4136"	9.89194736117525	9.63803331912122	10.1181432028323	9.52903860211111
"cluster5923"	-0.226156404621229	1.17247657999413	8.869678829607	9.31277635848338
"cluster5924"	10.3533130518943	10.2494120703416	9.26659078557148	8.72433480791333
"cluster5925"	-2.29818073641057	-2.2525818918858	6.80695225225305	7.33071578031289
"cluster5926"	9.78520576516794	11.5160117000956	7.67469101692499	8.04444333259931
"cluster5927"	9.89050914294198	11.5871337752832	7.73855297271485	7.80947746908983
"cluster5928"	7.74051775434843	9.54378531761758	6.2171504435302	6.36412943712239
"cluster4137"	9.28357258410719	8.97182110646731	9.10818457829515	8.09353458642513
"cluster4138"	-2.18625944441987	-2.14042732517473	8.64761966429733	9.56898656763539
"cluster5929"	7.31437093823442	7.44376301551582	7.16526849656305	7.2868881369545
"cluster5930"	11.6131235441333	11.5608066207421	13.0389664275426	12.9075380688356
"cluster4139"	-1.88535107337365	-0.121759755532706	12.5720722431538	13.219103704799
"cluster4140"	-2.27269712805495	-2.22701198122357	7.45628152700771	7.69466162118579
"cluster4141"	8.47407400533098	8.53180015292931	8.35360774691135	8.51249637660616
"cluster4143"	-2.04712197001572	-2.00123274064744	11.0367923897162	11.5691336491714
"cluster4144"	9.12483030960649	8.97338153346003	8.78492063053567	8.07201602044822
"cluster4147"	8.64031486971095	8.63024151138204	8.7998285158744	8.78758470058652
"cluster5933"	8.42882185044631	8.29762693865094	8.25463909870159	8.09840831464582
"cluster4148"	12.3945175189198	12.4290035853518	12.4740861904431	12.3438802015978
"cluster4149"	8.95354270551144	9.13175677090949	8.94258439528326	8.69038812625361
"cluster4150"	5.05081307518993	5.36486394092995	5.01631941434767	4.41704758932593
"cluster5934"	9.61565713151782	9.68284602170875	11.5480734993319	12.14054716498
"cluster4151"	-0.284563120056057	-0.235507863775657	7.08029999152736	7.26110777273467
"cluster4152"	14.2365466316215	14.154363148235	14.1884328212602	13.9928655153184
"cluster4153"	6.66818373678986	7.11069790152547	7.01639631833188	6.67243138374873
"cluster4154"	7.66784497809486	8.21009058600069	7.70302988832756	8.04013061327512
"cluster4155"	7.13923291981134	7.06910783839414	7.31155237765199	7.62127237427862
"cluster4157"	5.54029662319292	5.63241666397442	5.3229938311063	4.23172423623847
"cluster5935"	-0.238587850927328	-1.99645965183705	10.3696134001406	10.509507794893
"cluster5936"	8.08086466134193	8.19973172495905	7.77548944139208	7.47227087280611
"cluster4158"	10.8104311665993	10.7546110241553	10.8330315766323	10.2770627383902
"cluster5937"	7.43034172784237	7.55971010658482	9.1225487634407	9.61183336185077
"cluster4159"	8.85684786124817	8.74893035153714	10.9210391836732	11.6801837702552
"cluster4160"	1.52418053698907	2.9769625712902	6.32884465470395	7.0306230172038
"cluster4161"	8.63483948214813	8.40386321571913	8.66916996724055	8.50761497820191
"cluster5938"	-0.216563367110866	-1.94517724183384	10.9451408026878	11.5615200717921
"cluster4164"	8.09522318715173	8.22696572752104	7.44765425251329	7.81393393183283
"cluster5940"	-2.06009358874911	-2.01420634910742	10.6814974699662	11.5270747046722
"cluster5941"	-2.0311056242611	0.640534884667999	9.80642142931088	10.5635176690566
"cluster5942"	-2.09561715037501	-2.04973878801876	10.1624274015835	10.9441813472678
"cluster5943"	9.30787112102772	9.2380783082074	11.1230938450807	11.7141594989993
"cluster4165"	7.96817382684367	8.04729170610402	7.64803843667173	7.27693150753777
"cluster5945"	9.13639589912822	8.91669846226498	10.1057434755	10.4905865327516
"cluster4166"	9.09437557917388	8.96657823946582	9.19097827129119	9.15884935097456
"cluster5947"	9.6318866594418	9.5260854147688	9.03144067536088	9.29313363778823
"cluster5948"	5.22617489735688	4.99206673912175	5.98092466296493	7.10455804689662
"cluster5949"	5.12101159242944	5.1731944191529	8.64119900571231	9.55165198892172
"cluster5950"	10.5906371997838	10.6142175700321	11.1775066282072	11.7108180181484
"cluster4167"	7.00982522340328	6.960331912946	7.57817581159294	7.92453210976373
"cluster4168"	9.14575657921476	9.02094469147806	8.60885001125892	8.35989759848942
"cluster5951"	0.606325519637394	-1.91910017295869	11.1076898367596	11.380367349596
"cluster5952"	-2.0257010301571	-0.181952280762363	10.4930769937746	10.9142780061162
"cluster5953"	-2.18344345356372	-2.1376111587588	8.83634161007606	9.46445808069032
"cluster4169"	7.02536273772213	7.03968169377029	7.82298634866396	8.03051754305083
"cluster4170"	6.75871626772467	6.65996386421363	6.69066872754661	6.3608214629192
"cluster4172"	9.14211973544918	9.02075018545318	8.69144695665159	8.06488904329025
"cluster5954"	8.35407883510012	8.35484449204746	8.60751579853118	8.38160086508025
"cluster5955"	7.5666642128554	7.61885371687859	7.419910803521	7.26340370349566
"cluster4173"	6.03582923924273	6.36714075542037	5.48836806714345	5.57788193727353
"cluster5956"	-1.99102467785911	1.17509115723373	10.0432184378567	11.0717169182112
"cluster5957"	-0.21889539341658	-1.95040852605334	10.5161076060664	11.8330753244136
"cluster5958"	5.97089296379021	5.79049958509447	4.88439058652981	5.4922659381186
"cluster5959"	5.9770046850729	6.16066029688292	5.91136386786249	5.83215614358277
"cluster5960"	6.15459482153026	6.38531127745911	6.60057598690653	6.44805083629261
"cluster5961"	9.61285942671265	9.56610733700657	9.08914981254894	8.59110013574223
"cluster5962"	7.96380280196791	8.00428437079183	7.45910954145655	7.14833152961593
"cluster4174"	6.60491492005865	6.52164947950198	6.15028983959261	5.90015613447068
"cluster5965"	10.2560054591563	10.406849843111	9.81081770800733	9.81001224707956
"cluster5966"	10.3225877630884	10.6752982612153	10.0519408398128	9.83356133290063
"cluster5967"	8.29186493388464	8.41079098828998	7.96557161997725	7.63500274912261
"cluster5968"	8.89572553303632	8.9439024259963	7.9128686342768	8.08511996241126
"cluster5969"	10.2996346317985	10.3696466991273	10.6094623945494	10.8920919136319
"cluster5970"	10.3715657935597	10.2647663444238	9.5359333407454	9.11362459376991
"cluster5971"	6.26962399574394	6.49809779809034	5.79927459242571	6.04916669757216
"cluster5972"	15.7173534827318	15.6386627576419	14.6100299854881	14.4783713048341
"cluster5973"	-2.14799085980593	-2.10213429817344	9.39332545836141	10.0584310231383
"cluster4175"	7.44628420896443	7.38273926574553	6.89279176132185	6.29213529873735
"cluster4176"	-2.2698614915819	-2.22416456113324	7.36940858565106	7.90330728335461
"cluster4177"	8.03952463589652	7.8555971928846	7.40782379517306	7.23920163702089
"cluster5974"	4.66004153336079	4.50524350340603	7.13505856639276	6.80309564657533
"cluster5975"	10.2701991058374	10.2252181711569	12.7864376350737	12.0980453554333
"cluster4178"	8.33869599951697	8.16980905955883	10.7606532119737	10.0350907879854
"cluster5976"	-0.22345937272154	-1.96118582326672	10.6850435457339	11.3176996282616
"cluster4179"	12.1148661894301	11.9475598748217	12.2452538663651	11.5693607576637
"cluster4180"	7.26437121817001	7.21848265432398	7.44419822056306	7.0636021930305
"cluster4181"	11.0125248988196	10.9346107306946	10.9976488868848	10.3566240510868
"cluster4182"	11.5737127465011	11.3216544489542	11.8129925953261	11.1804580689034
"cluster5978"	11.5020959237618	11.4151711303231	11.6825407109863	11.0161093649313
"cluster5979"	9.13882851054585	8.94306315167592	8.79506105516597	8.21357960205004
"cluster5980"	-2.18322375627136	-2.13739238062623	8.94653156327021	9.35717885367486
"cluster4183"	0.609126644662862	-1.90801548449418	11.1970061283856	11.6419044779557
"cluster4184"	-1.97034957151982	-1.92445113589605	12.4320407890786	12.5179236034879
"cluster4185"	7.80051076250376	7.81300390148246	7.08506619372652	5.90488669776275
"cluster5982"	-2.35131325834707	-2.3060894353372	5.24942279443704	6.33487159011227
"cluster5983"	-1.92211570105134	0.667775510754643	11.8429709215011	11.9898695102422
"cluster5984"	-2.30457627442272	-2.25896837992463	6.33696323418465	7.64619609738791
"cluster5985"	-2.32087552489628	-2.27540548340133	6.32056061841516	6.78340719962275
"cluster5986"	-2.051979805781	-2.0060903020612	10.6344628042779	11.8273429218361
"cluster5987"	4.22204259211913	4.47064969733586	15.8245416153465	16.7849354120622
"cluster4186"	4.4673106664868	5.86701760384517	2.28888202233776	3.02188394370993
"cluster5988"	1.53909680590198	-0.0785522208882616	12.6972202757282	12.8887771628076
"cluster4187"	7.62244559295629	7.22673987196578	6.73842461855605	8.61802289576296
"cluster4188"	5.09091187003465	4.09452673778615	8.09264522571843	8.83941978965118
"cluster4190"	10.1594849932912	9.98431027962717	10.070063572849	9.82467983892843
"cluster5992"	-2.1578541688316	-0.238997351905568	8.36808822743959	8.64461909128026
"cluster5993"	7.53382305407863	7.63268811286233	8.91304019724497	9.28932143142141
"cluster5994"	7.54144994733924	7.60920901621749	7.47136401303054	7.72533611383027
"cluster4191"	12.2671014620588	12.2025600655804	13.466513079686	13.6967169804752
"cluster5995"	9.12550252600621	9.27711045989975	8.55726278617701	8.74018214142063
"cluster4192"	8.90035561725049	8.91758954106208	8.41383672657343	8.16737181079476
"cluster4193"	10.0514349902685	10.0118807851177	9.30918694757056	9.16378230808691
"cluster5996"	8.5541852454182	8.63212021954299	8.44574078143413	8.4970423283331
"cluster4194"	2.7915155259535	1.87857952514237	6.69235265818341	7.52654240775121
"cluster4195"	10.1955565473312	10.1587802283314	9.89225143832696	9.67413671896263
"cluster5997"	10.7396404428036	10.6638898075542	10.5560582491334	10.4242235726878
"cluster4196"	5.37843275427921	5.62785187167511	8.54988950883565	9.22821465550615
"cluster5998"	9.57289578563904	9.69393384068813	9.66988737470521	10.120801420773
"cluster5999"	8.66943839620788	8.63815190730981	7.68262762327146	7.62567687797706
"cluster4197"	11.8849106183077	11.8639531210882	13.0731104707243	12.7998555020691
"cluster4198"	11.0123955090174	10.9422508069924	10.184696846426	10.2236810267581
"cluster6000"	7.67587633741934	7.64993785326144	7.64726305690699	7.3826573269544
"cluster4199"	8.75905424864491	8.85555318039685	8.40056636017373	8.16054180774701
"cluster4200"	10.4420277922976	10.4415547779795	10.6246179967108	10.0809451270418
"cluster6001"	-0.281733763775561	-0.232619136636242	7.06909733038884	7.69009380621398
"cluster4203"	12.8293347620667	12.6212713144693	12.7056752529188	12.0337703947064
"cluster4204"	5.389273890422	5.39433478810028	4.72307267571844	5.40091289363002
"cluster4205"	-0.236483722537745	-1.99155971038657	10.2290814961281	10.8094336702502
"cluster4206"	4.00630163607648	5.74609449203728	1.73738511172428	2.45255180306454
"cluster4207"	8.64928015654205	8.73033994486244	8.30550647548221	8.34729538605451
"cluster6002"	9.59273081004876	9.39008523830614	10.641824473264	10.5912844358858
"cluster4208"	10.0887372279277	10.0732278941381	10.617419868961	10.5796872957011
"cluster6004"	5.69382543364972	4.9201269331572	4.80157636429912	4.99136501402919
"cluster6005"	10.4201011620082	10.4660118211486	10.2069222937469	10.4291591761987
"cluster4209"	12.4321258943898	12.4321854187214	12.5525505188169	12.6626988557625
"cluster4210"	1.11961565693036	-1.97048594786102	9.79434380994025	10.5002243983853
"cluster4211"	5.84288706123864	5.96004871493974	5.57865807640107	4.73966765829936
"cluster4212"	9.33046895137382	9.34752262357125	9.8094366712657	9.87092009213316
"cluster6006"	7.79083981170791	7.98903467875569	7.70224895562682	7.49291630500713
"cluster6007"	7.19779934225147	7.45280040482623	6.73532453198883	6.40822035542522
"cluster6009"	16.1700267521617	16.0721930704263	15.9502669026559	15.5905337880263
"cluster4213"	9.95284396152601	9.98437070073203	9.42364433617474	9.3621934720491
"cluster4214"	5.92987979517984	6.01306977735451	5.94703754983057	5.86451732802568
"cluster4216"	6.19894501915968	6.03984859119669	5.0933920271608	5.2678150758688
"cluster4217"	-0.228879525602851	-1.97377141167069	10.5161465827601	11.0880846028092
"cluster4218"	10.9570666290432	10.8567220419999	12.5663358260828	12.8350945439778
"cluster4219"	3.98081237163045	4.09300537201557	6.44658727424019	7.21788788346248
"cluster6010"	8.68217451853462	8.736833119768	9.12862968212946	9.47939030918844
"cluster4220"	5.55125571089812	5.7960972576747	5.98254325763507	6.52690722900449
"cluster4221"	7.09012436623996	7.19818736235966	7.40573919452568	7.39208769058795
"cluster6011"	11.9717930366343	12.107196594473	12.9676774825972	13.0557913837323
"cluster4222"	11.1806330748584	11.169355085794	12.6908223439312	12.5542852557797
"cluster4223"	9.51903934639676	9.41744779747014	8.95690538004645	8.8687288459288
"cluster6012"	8.78153558674543	8.85138955448175	8.5203216432769	8.22575498162837
"cluster6013"	11.2998196456867	11.185239489084	13.11264974418	13.0504834614833
"cluster6014"	2.28177192695499	-0.181712693236864	7.80303330243092	8.21309073395538
"cluster6015"	6.82088672316261	7.04256140360049	6.18450863740062	6.84611071138554
"cluster4225"	10.6887031766838	10.785811112392	10.599748497773	10.5051877785866
"cluster6016"	1.51648442196659	1.56781949384707	8.5952704011994	8.51016802277873
"cluster6017"	8.88809604999456	8.99489498983354	9.62950115782833	9.33153889962442
"cluster4226"	9.6471889047857	9.67372197737075	10.9882166821526	11.8402155345269
"cluster6018"	-2.25577681988241	-2.21004306294403	7.55808306355254	8.25053367288075
"cluster4227"	-0.323157882417927	-2.19625515826546	6.86052982509093	6.74799144508079
"cluster4228"	0.653912903121823	1.21390850114248	12.5818111764237	12.7736496317276
"cluster6019"	0.644575785295024	-0.0913889601712654	12.6180318082125	12.8938983665045
"cluster6020"	8.37802075718961	8.37964091019851	8.79903804217533	8.50222877487192
"cluster6021"	11.1868442252081	11.1596440700826	11.7037652285085	11.2109499874144
"cluster6022"	5.95837689686588	5.88059299901572	5.87100663140214	5.16727614461285
"cluster4229"	-0.26567539301723	1.15931533823976	6.43058150906793	7.74148983461152
"cluster4230"	11.463875872213	11.5113849751747	11.1610793495836	11.3379125753594
"cluster4232"	8.31184505591069	8.35489889696369	10.8029111786392	10.7183413837007
"cluster4233"	9.74720261332772	9.62960357342613	12.2757315189359	12.7219810519241
"cluster6023"	12.2863869660681	12.2107542250289	11.3454784442099	11.0131976281834
"cluster6024"	9.16872619770049	9.09556622419144	8.88303792749675	8.8722238669107
"cluster6025"	9.47438319174799	9.44059770204161	9.37066139998175	10.0009287672563
"cluster4235"	8.50677652803667	8.38575555613805	8.62483540173235	8.58878203765172
"cluster4236"	5.66078378289366	5.50924418509741	5.4301793160694	4.5879775597336
"cluster4237"	6.06553607617518	6.04348291584414	6.14590769650231	5.41084148849782
"cluster4238"	6.33069194364105	6.37056546372058	6.2093181099346	5.61960346280247
"cluster4239"	6.99002764558965	6.93949610904909	6.45991907565351	6.29005622921885
"cluster6026"	-2.26508995226111	-2.21938234454738	7.51951845597321	7.92793802067079
"cluster6027"	9.27343153334613	9.32731478104312	9.86054723676693	10.0539564367631
"cluster6029"	8.57117203289583	8.64373600522827	8.11774637348734	7.77264301494928
"cluster6030"	9.15289514195242	8.97982917927507	8.92420322363319	8.38884462467803
"cluster6031"	7.77875162736554	7.5163563764203	6.91245951759564	6.55817061543429
"cluster6032"	7.81169254682536	7.96809324343443	7.44606269056387	7.03651392289714
"cluster4243"	0.66278569580555	1.8955934596955	12.6594492352562	13.1369191042453
"cluster4244"	-2.31512884727362	-2.26959006266253	6.21857766855571	7.25185662431847
"cluster4245"	-2.25976602752109	-2.21404250979964	7.52175915857717	8.13510632084529
"cluster6033"	7.58800369327744	7.53538273601359	7.94560005741324	7.54428239869201
"cluster4246"	7.47003470449448	7.48334566198781	7.08571538229346	6.96060193572676
"cluster4247"	-2.18117293633585	1.84855630557995	6.27972809185986	6.69377800507319
"cluster4248"	7.5593305080309	7.41926538164179	6.77735179675781	6.72875848580756
"cluster6034"	7.23641567864109	7.42443648979943	8.97133197621643	9.49242533389342
"cluster6035"	6.87629019363474	6.53325035131964	5.91528430635956	6.13434525889001
"cluster4249"	8.28805200448208	8.23048625055967	7.40916371775435	7.77988728299857
"cluster6036"	8.63862248825069	8.68601892721417	10.839535571921	11.4868648702251
"cluster4250"	1.14357315807097	1.19477226681906	10.4604779310641	10.7432198180217
"cluster4251"	7.37274690592721	7.4930300174895	5.27996660750873	5.27267792579254
"cluster4252"	1.81980813742512	1.56623256284017	7.14529416734452	8.19236030758289
"cluster4253"	5.81500741540208	5.75986398957922	6.11558496061115	6.28337411255401
"cluster4254"	5.80864978682826	5.5558799315918	5.48372813046914	5.21643381502617
"cluster6037"	11.0319410119124	10.9994318728447	10.7458827243886	10.8389402818004
"cluster6038"	2.09819470759863	0.72883418980457	13.7337683337874	13.784980955594
"cluster6039"	3.55153773627222	4.14808011300611	5.37371833185644	6.85285658568102
"cluster6040"	10.6551188609952	10.5723981079929	11.7676159067401	12.4194810694901
"cluster4255"	7.96743512222029	7.66350799465279	9.06615868311966	9.38969713389666
"cluster6041"	10.3830007777088	10.3088689472352	9.60641548402604	9.62190078621566
"cluster6042"	2.64987529089871	3.51298557735603	9.40945338666709	10.2447244660458
"cluster4256"	10.4466605426634	10.4119120546524	10.1035378697854	10.1988131873745
"cluster4257"	-2.22693955064429	-2.1811498128494	7.90275301241796	8.95116881907742
"cluster4259"	7.80100908993862	7.58640405375932	7.11784312086502	6.45389279631206
"cluster4260"	7.76589271763826	7.68702787146259	8.22471352725302	8.83995863141936
"cluster4261"	-2.15367693639813	-2.10782467112498	9.45621332498953	9.80868961014398
"cluster6043"	9.29332972849967	9.25248379765885	10.7591061734278	10.9969677581291
"cluster6044"	7.1466018232398	7.25264407582018	7.44498024561239	7.65987019107397
"cluster6046"	9.2542964734142	9.24302718235259	8.8879198706729	8.88050846920482
"cluster6047"	12.1076735646665	11.9767158981351	12.2448637657008	12.450683725111
"cluster4263"	4.99209900064449	5.79667130163072	4.1064242772642	4.98873711663156
"cluster6048"	-2.14999721972782	-2.10414266415264	9.48744807294202	9.89633339786275
"cluster6049"	-2.04641331030482	-0.190872802362404	10.1894697209183	10.5561963599458
"cluster6050"	-2.30441575503308	-2.25884669751061	6.68367743481359	7.18328639537131
"cluster6051"	-2.23298524909472	-2.18721263476029	8.11137586138494	8.50235742436461
"cluster6052"	9.58176712377161	9.62384855440863	9.91933799408693	9.80694553981192
"cluster6053"	7.45233065690007	7.40067784598647	8.90807820733916	9.26447949429359
"cluster4266"	8.01287882365307	8.07640502724908	8.11801134198496	9.17576233620743
"cluster4267"	7.67716905800524	7.91631592924765	7.90106549248937	7.88775621036459
"cluster6055"	8.45644431804404	8.50591973247487	7.74618306323851	8.07708946282026
"cluster4268"	8.02250824122794	7.96599686655583	7.93810638583357	7.83093934311784
"cluster4269"	7.88079474339004	8.00543023077538	7.9995980059039	7.57551460559297
"cluster6056"	9.41193548415547	9.14188645610641	9.44807270734117	9.11551701348822
"cluster6057"	3.9164373002633	3.7601048253389	7.2556970028943	7.70048194807441
